,Molecule,A1,A2,Reduced mass,Electronic state,Te (cm^{-1}),omega_e (cm^{-1}),omega_ex_e (cm^{-1}),Be (cm^{-1}),alpha_e (cm^{-1}),De (10^{-7}cm^{-1}),Re (\AA),D0 (eV),IP (eV),Dipole moment (D),Frank-Condon factor,lambda00,recoil,N_photon,Reference,Date of reference,p1,g1,p2,g2,g1iso,g2iso,g_average,g1_lan_act,g2_lan_act,g1_lan_act_iso,g2_lan_act_iso,atom1,atom2,geometry,type1,type2,type,geometry_theta,e1,e2,n1,n2,sum_p,sum_g,diff_p,diff_g,product_p,product_g,Reduced_g,Reduced_p,g_average_lan_act,g_average_lan_act_iso,Re (\AA)^-1,Re (au),Re (au)^-1,Re (au)^2,Re (au)^-2,4*(np.pi**2)*Re (au),4*(np.pi**2)*Re (au)^-1,omega_e (au)^-2,4*(np.pi**2)*omega_e (au)^-2,omega_e (au),omega_e (au)^2,4*(np.pi**2)*omega_e (au)^2,K,sqrt(K),4*(np.pi**2)*omega_e (au),4*(np.pi**2)*Re (au)*omega_e (au)^2,ve1,ve2,log(D_e)/(R_e^3*Z_1*Z_2),ln(Re (\AA)),rcat,mu^(1/2)
322,CuSe,80.0,63.0,35.24475524,X $^2\Pi$,0,302.37,0.99,0.10774,,0.59,2.1081,2.55,,4.971,0.5429,556.78,0.5,3.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",9/1/1976 0:00,4.0,16.0,4.0,11.0,16.0,11.0,13.5,16.0,11.0,16,11,Se,Cu,"Cu
Se 1 CuSe2
CuSe2= 2.1081",Nonmetal,Transition Metal,Transition Metal-Nonmetal,Cu\nSe 1 CuSe2\nCuSe2= {0},34.0,29.0,34.0,46.0,8.0,27.0,0.0,0,16.0,121,6.518518518518518,2.0,13.5,13.5,0.47436079882358523,3.9837313565231787,0.25102094255491036,15.870115520946005,0.06301151360115562,157.27141011639537,0.006358434754669699,516900.4815879561,13093.242154946534,0.001390902,1.934608373604e-06,7.637527727402545e-05,0.0026918279539101617,0.0518828290854514,0.05491061000273596,0.00030425858693968735,6.0,2.0,-13.40105708234192,0.7457870678841246,2.0605,5.936729338617351
323,AgI,127.0,107.0,58.07264957,X $^1\Sigma^+$,0,206.52,0.445,0.04487,0.00014,0.0847,2.5446,2.6,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",11/1/1974 0:00,5.0,17.0,5.0,11.0,17.0,11.0,14.0,17.0,11.0,17,11,I,Ag,"Ag
I 1 AgI2
AgI2= 2.5446",Halogen,Transition Metal,Transition Metal-Halogen,Ag\nI 1 AgI2\nAgI2= {0},53.0,47.0,60.0,74.0,10.0,28.0,0.0,0,25.0,121,6.678571428571429,2.5,14.0,14.0,0.3929890749037177,4.808596750537869,0.20796087754460682,23.122602709283353,0.04324772658912295,189.83579060869013,0.005267710566029707,1108051.9028454379,28067.282583361113,0.0009499920000000001,9.024848000640002e-07,3.562867181851162e-05,0.00206905137316096,0.045486826369411176,0.03750418089679873,0.0001713239155324751,7.0,2.0,-14.87298135367138,0.933973466726463,2.5371,7.620541291141988
324,ClF,19.0,35.0,12.31481481,X $^1\Sigma^+$,0,786.15,6.161,0.51648,0.0043577,8.77,1.628313,2.617,12.66,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",9/1/1976 0:00,2.0,17.0,3.0,17.0,17.0,17.0,17.0,17.0,17.0,17,17,F,Cl,"Cl
F 1 ClF2
ClF2= 1.628313",F,Halogen,Halogen-F,Cl\nF 1 ClF2\nClF2= {0},9.0,17.0,18.0,10.0,5.0,34.0,1.0,0,6.0,289,8.5,1.2,17.0,17.0,0.6141325408567027,3.0770653936408743,0.324984968491934,9.468331436742268,0.10561522974570334,121.47767260607091,0.008231965418392651,76466.90265054944,1936.9292715042716,0.00361629,1.3077553364099999e-05,0.0005162811129512092,0.006357906295894834,0.07973648033299961,0.14276540679846172,0.0015886307460525608,7.0,7.0,-10.737175709730488,0.48754450954293865,1.624648,3.509247043170372
325,CuH,1.0,63.0,0.984375,X $^1\Sigma^+$,0,1941.26,37.51,7.9441,0.2563,5200.0,1.46263,2.73,,3.01,0.7121,426.73,1.44,6.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",1/1/1975 0:00,1.0,1.0,4.0,11.0,1.0,11.0,6.0,1.0,11.0,1,11,H,Cu,"Cu
H 1 CuH2
CuH2= 1.46263",H,Transition Metal,Transition Metal-H,Cu\nH 1 CuH2\nCuH2= {0},1.0,29.0,34.0,0.0,5.0,12.0,3.0,0,4.0,121,0.9166666666666666,0.8,6.0,6.0,0.6836999104353116,2.7639699226751566,0.3617984377457091,7.639529733452911,0.13089810955523573,109.11715885325336,0.009164461488085975,12540.559838377745,317.6560915904994,0.008929796,7.974125660161601e-05,0.0031480586284148206,0.003098870212345839,0.05566749691108663,0.3525342156097206,0.008701139363756572,1.0,2.0,-8.709835659233992,0.38023618506238027,1.361,0.9921567416492215
326,ClO,16.0,35.0,10.98039216,X $^2\Pi$,0,853.8,5.5,0.62345,0.0058,13.3,1.56963,2.751,11.0,1.239,0.0001,315.95,2.44,0.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",9/1/1976 0:00,2.0,16.0,3.0,17.0,16.0,17.0,16.5,16.0,17.0,16,17,O,Cl,"Cl
O 1 ClO2
ClO2= 1.56963",Nonmetal,Halogen,Halogen-Nonmetal,Cl\nO 1 ClO2\nClO2= {0},8.0,17.0,18.0,8.0,5.0,33.0,1.0,0,6.0,289,8.242424242424242,1.2,16.5,16.5,0.637092818052662,2.966170603453099,0.33713502481476937,8.798168048789321,0.11366002495685516,117.09972176889033,0.008539729940380337,64829.40500087926,1642.1480123793945,0.00392748,1.5425099150399996e-05,0.0006089585058481101,0.006686603203379902,0.08177165281061587,0.15505069557276172,0.0018062748187693863,6.0,7.0,-10.459343055439325,0.4508399227961548,1.509739,3.3136674787914373
327,CuO,16.0,63.0,12.75949367,X$_1$ $^2\Pi$,0,640.17,4.43,0.44454,0.00456,8.5,1.72437,2.79,,4.57,0.9435,606.38,0.82,39.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",8/1/1975 0:00,2.0,16.0,4.0,11.0,16.0,11.0,13.5,16.0,11.0,16,11,O,Cu,"Cu
O 1 CuO2
CuO2= 1.72437",Nonmetal,Transition Metal,Transition Metal-Nonmetal,Cu\nO 1 CuO2\nCuO2= {0},8.0,29.0,34.0,8.0,6.0,27.0,2.0,0,8.0,121,6.518518518518518,1.3333333333333333,13.5,13.5,0.5799219425065386,3.2585868029257976,0.30688149817035004,10.618387952202172,0.09417625391927856,128.64385060595262,0.007773399158138445,115317.09685817557,2921.016186967115,0.002944782,8.671741027524e-06,0.00034234661364143204,0.004368169449703788,0.06609212850032739,0.11625533354979488,0.0011155661572383074,6.0,2.0,-11.261413958241995,0.5448617663839048,1.67647,3.5720433466014936
328,CuS,32.065,63.546,21.31138143,X $^2\Pi$,0,415.0,1.75,0.1891,,1.8,2.051,2.8,,4.31,0.7297,557.22,0.75,7.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",9/1/1976 0:00,3.0,16.0,4.0,11.0,16.0,11.0,13.5,16.0,11.0,16,11,S,Cu,"Cu
S 1 CuS2
CuS2= 2.051",Nonmetal,Transition Metal,Transition Metal-Nonmetal,Cu\nS 1 CuS2\nCuS2= {0},16.0,29.0,34.546,16.064999999999998,7.0,27.0,1.0,0,12.0,121,6.518518518518518,1.7142857142857142,13.5,13.5,0.4875670404680643,3.8758280025753242,0.2580093851779651,15.022042705547028,0.06656884283991156,153.01155644833116,0.006535454074265817,274402.55018754036,6950.6977948693975,0.001909,3.6442810000000005e-06,0.00014387044718562532,0.0030660779764775316,0.05537217691654837,0.07536429920671835,0.0005576171079450808,6.0,2.0,-12.471380455573074,0.7183274790902436,2.003,4.61642517864202
329,GaH,1.0,69.0,0.985714286,X $^1\Sigma^+$,0,1604.52,28.77,6.137,0.181,3420.0,1.663,2.84,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",7/1/1976 0:00,1.0,1.0,4.0,13.0,1.0,13.0,7.0,1.0,13.0,1,13,H,Ga,"Ga
H 1 GaH2
GaH2= 1.663",H,Metal,Metal-H,Ga\nH 1 GaH2\nGaH2= {0},1.0,31.0,38.0,0.0,5.0,14.0,3.0,0,4.0,169,0.9285714285714286,0.8,7.0,7.0,0.6013229104028863,3.142614319006711,0.31820640348767676,9.876024758026013,0.10125531522056215,124.06544045518027,0.008060262360985683,18356.677029391274,464.98006108950915,0.007380792,5.4476090547263994e-05,0.0021506298520776765,0.0021199065690910325,0.04604244312686972,0.2913819888269005,0.00675860016802259,1.0,3.0,-9.12218563620165,0.5086232002107907,1.624648,0.9928314489378346
330,IF,18.998,126.904,16.52425732,X $^1\Sigma^+$,0,610.24,3.123,0.2797108,0.0018734,2.37,1.9098,2.879,10.5,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",1/1/1977 0:00,2.0,17.0,5.0,17.0,17.0,17.0,17.0,17.0,17.0,17,17,F,I,"I
F 1 IF2
IF2= 1.9098",F,Halogen,Halogen-F,I\nF 1 IF2\nIF2= {0},9.0,53.0,73.904,9.998000000000001,7.0,34.0,3.0,0,10.0,289,8.5,1.4285714285714286,17.0,17.0,0.5236150382238978,3.608998692987983,0.2770851654623555,13.02487156598897,0.07677618891930092,142.47755753535975,0.007018649233594717,126906.24495492245,3214.5727376092996,0.002807104,7.879832866816e-06,0.000311083332568703,0.005140421035328385,0.07169672959995027,0.11082002397086216,0.0011226993406507953,7.0,7.0,-12.257201936117443,0.6469985245339651,1.8388,4.06500397539781
331,SrI,127.0,88.0,51.98139535,X $^2 \Sigma^{+}$,0,173.769,0.35,0.0374,,0.0656,2.974,2.9,5.62,6.2273,0.888036776,685.3356173,0.591854913,19.0,"[1]- J.O. Schroder, Â¨ C. Nitsch, W.E. Ernst, Polarization spectroscopy of SrI in a heat pipe-The  $B \ {}^2 \Sigma_{+} \ \leftrightarrow X \ {}^2 \Sigma^{+}$ (0,0) system, J. Mol. Spectrosc. 132 (1988) 166â€“177. 
[2]- W.E. Ernst, J.O. Schroder, Â¨ B. Zeller, Rotational analysis and deperturbation of the SrI $A \ {}^2 \Pi \ \leftrightarrow X \ {}^2 \Sigma^{+}$ (0,0) system, J. Mol. Spectrosc. 135 (1989) 161â€“168. 
[3] S. Antrobus, D. Husain, J. Lei, F. Castano, Ëœ M.N. Sanchez Rayo, Kinetic study of the molecular chemiluminescence SrI (A2 Î 1/2, 3/2 and B2 Î£+â†”X2 Î£+) and the atomic resonance fluorescence Sr (53P1 â†’ 51 S0) following the pulsed dye-laser generation of Sr (53 P1) in the presence of CH3I, Zeitschrift fÃ¼r Physikalische Chemie 190 (1995) 267â€“287. 
[4] A. Bernard, C. Effantin, J. dâ€™Incan, A. Topouzkhanian, G. Wannous, Laser-excited fluorescence spectra of strontium monoiodide, J. Mol. Spectrosc. 195 (1999) 11â€“21. 
[5] J.A. Kerr, K.P. Huber, G. Herzberg, Molecular spectra and molecular structure: IV constants of diatomic molecules, Anal. Chim. Acta. 144 (1982) 628â€“629.  
[6] Chase, M.W., Jr., NIST-JANAF Thermochemical Tables, Fourth Edition, J. Phys. Chem. Ref. Data, Monograph 9, 1998, 1-1951. 
[7] Belyaev, V.N.; Gotkis, I.S.; Lebedeva, N.L.; Krasnov, K.S., Ionization potentials of MX molecules 
(M = Ca, Sr, Ba; X = F, Cl, Br, I, OH, O), Russ. J. Phys. Chem., 1990, 64, 773.
[8] Allouche, A., Wannous, G. and Aubert-FrÃ©con, M., 1993. A ligand-field approach for the low-lying states of Ca, Sr and Ba monohalides. Chemical Physics, 170(1), pp.11-22.",[1] 1988 [2] 1989 [3] 1995 [4] 1999 [5] 1982 [6] 1998 [7] 1990 [8] 1993,5.0,17.0,5.0,2.0,17.0,2.0,9.5,17.0,2.0,17,2,I,Sr,"Sr
I 1 SrI2
SrI2= 2.974",Halogen,Alkaline Earth Metal,Alkaline Earth Metal-Halogen,Sr\nI 1 SrI2\nSrI2= {0},53.0,38.0,50.0,74.0,10.0,19.0,0.0,0,25.0,4,1.7894736842105263,2.5,9.5,9.5,0.3362474781439139,5.620045090033649,0.17793451546738617,31.584906814011326,0.031660691794613484,221.87048701966694,0.0045071339294953565,1565091.5004207098,39644.23083279718,0.0007993374,6.3894027903876e-07,2.5224351160136835e-05,0.001311196970102304,0.036210453878711656,0.0315565756839813,0.00014176199088681158,7.0,2.0,-15.019023763657216,1.0899078480379634,2.906272,7.209812435146978
332,BiH,1.0,209.0,0.995238095,X $0^+$,0,1635.73,31.6,5.137,0.148,1830.0,1.805,2.9,,0.745,0.996,2033.72,0.09,573.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",5/1/1976 0:00,1.0,1.0,6.0,15.0,1.0,15.0,8.0,1.0,15.0,1,15,H,Bi,"Bi
H 1 BiH2
BiH2= 1.805",H,Metal,Metal-H,Bi\nH 1 BiH2\nBiH2= {0},1.0,83.0,126.0,0.0,7.0,16.0,5.0,0,6.0,225,0.9375,0.8571428571428571,8.0,8.0,0.554016620498615,3.4109554093849144,0.2931729911357377,11.63461680481221,0.08595040273147532,134.6591220815396,0.0074261586184593865,17662.862936488247,447.4055448093418,0.007524358,5.6615963312164005e-05,0.00223510864271059,0.0022244652676893235,0.04716423716852975,0.29704974732868766,0.007623855915416661,1.0,5.0,-10.331944529415948,0.5905605917848442,1.79,0.9976162062637114
333,NBr,79.0,14.0,11.89247312,X $^3\Sigma^-$,0,691.75,4.72,0.444,0.004,,1.787,2.9,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",5/1/1977 0:00,4.0,17.0,2.0,15.0,17.0,15.0,16.0,17.0,15.0,17,15,Br,N,"N
Br 1 NBr2
NBr2= 1.787",Halogen,Nonmetal,Nonmetal-Halogen,N\nBr 1 NBr2\nNBr2= {0},35.0,7.0,7.0,44.0,6.0,32.0,2.0,0,8.0,225,7.96875,1.3333333333333333,16.0,16.0,0.5595970900951315,3.376940341590494,0.2961260486849505,11.403726070661321,0.08769063670976168,133.31626103031098,0.0075009604400219304,98761.118773963,2501.6483630048606,0.00318205,1.01254422025e-05,0.0003997364356990797,0.004753854816635914,0.06894820386809154,0.12562229873794556,0.001349886095715817,7.0,5.0,-11.384295065341417,0.580538236177291,1.75,3.448546522812183
334,NaI,127.0,23.0,19.47333333,X,0,258.0,1.08,0.11780561,0.00064777,0.9734,2.711452,3.0,7.64,,,,,,,,5.0,17.0,3.0,1.0,17.0,1.0,9.0,17.0,1.0,17,1,I,Na,"Na
I 1 NaI2
NaI2= 2.711452",Halogen,Alkali Metal,Alkali Metal-Halogen,Na\nI 1 NaI2\nNaI2= {0},53.0,11.0,12.0,74.0,8.0,18.0,2.0,0,15.0,1,0.9444444444444444,1.875,9.0,9.0,0.36880608618555666,5.123901311184236,0.19516379010213217,26.25436464675553,0.0380889049670291,202.28351572644584,0.0049435565543182,709978.0542943506,17983.95420529689,0.0011868,1.40849424e-06,5.5605123800052045e-05,0.0010828171106143298,0.03290618650974813,0.0468529860128514,0.0002849151667476484,7.0,1.0,-13.468160635230225,0.9974842847635321,2.6663,4.412859994380062
335,TeSe,78.0,128.0,48.46601942,X,0,316.24,0.738,0.0619,0.00018,0.095,2.372,3.0,,,,,,,,,4.0,16.0,5.0,16.0,16.0,16.0,16.0,16.0,16.0,16,16,Se,Te,"Te
Se 1 TeSe2
TeSe2= 2.372",Nonmetal,Metalloid,Metalloid-Nonmetal,Te\nSe 1 TeSe2\nTeSe2= {0},34.0,52.0,76.0,44.0,9.0,32.0,1.0,0,20.0,256,8.0,2.2222222222222223,16.0,16.0,0.4215851602023609,4.48243004490915,0.2230932752951124,20.092179107504247,0.0497706094819008,176.95924519524206,0.005651018678886675,472553.2277819386,11969.913093218316,0.001454704,2.116163727616e-06,8.354279535801814e-05,0.004048986742222794,0.06363164890384967,0.05742941200272918,0.0003744747359484772,6.0,6.0,-14.176325281193161,0.863733481135479,2.3384,6.961754047652072
336,PH,1.0,30.974,0.968724589,X $^3\Sigma^-$,0,2365.2,44.5,8.5371,0.2514,4360.0,1.42234,3.02,,0.526,0.892,339.0,3.66,20.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",7/1/1977 0:00,1.0,1.0,3.0,15.0,1.0,15.0,8.0,1.0,15.0,1,15,H,P,"P
H 1 PH2
PH2= 1.42234",H,Nonmetal,Nonmetal-H,P\nH 1 PH2\nPH2= {0},1.0,15.0,15.974,0.0,4.0,16.0,2.0,0,3.0,225,0.9375,0.75,8.0,8.0,0.7030667772825063,2.6878328625953123,0.372046943065657,7.224445497247311,0.13841892784450022,106.11138820025322,0.009424059160481455,8447.896724668102,213.98772385790014,0.01087992,0.0001183726592064,0.004673165273088545,0.004527010108501773,0.06728305959527832,0.4295220252620005,0.012560687193346588,1.0,5.0,-7.865836460954436,0.3523034026605863,1.361,0.9842380753659147
337,AlH,1.0,27.0,0.964285714,X $^1\Sigma^+$,0,1682.56,29.09,6.3907,0.1858,3565.0,1.6478,3.06,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",11/1/1975 0:00,1.0,1.0,3.0,13.0,1.0,13.0,7.0,1.0,13.0,1,13,H,Al,"Al
H 1 AlH2
AlH2= 1.6478",H,Metal,Metal-H,Al\nH 1 AlH2\nAlH2= {0},1.0,13.0,14.0,0.0,4.0,14.0,2.0,0,3.0,169,0.9285714285714286,0.75,7.0,7.0,0.6068697657482705,3.1138904839803114,0.3211416731399481,9.696313946223139,0.10313197422712526,122.93146890080942,0.008134613609855073,16693.339136432063,422.8472200615643,0.007739775999999999,5.990413253017599e-05,0.0023649203602530604,0.0022804589181397595,0.047754150794876035,0.3055541090921831,0.0073641030051632955,1.0,3.0,-8.15099051945255,0.4994410648993525,1.624648,0.9819805059164871
338,SiH,1.0,28.0,0.965517241,X $^2\Pi$,0,2041.8,35.51,7.4996,0.219,3970.0,1.5201,3.06,8.04,5.9,0.988,411.51,3.32,190.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",8/1/1977 0:00,1.0,1.0,3.0,14.0,1.0,14.0,7.5,1.0,14.0,1,14,H,Si,"Si
H 1 SiH2
SiH2= 1.5201",H,Metalloid,Metalloid-H,Si\nH 1 SiH2\nSiH2= {0},1.0,14.0,14.0,0.0,4.0,15.0,2.0,0,3.0,196,0.9333333333333333,0.75,7.5,7.5,0.6578514571409776,2.872572475238786,0.34812002434050815,8.251672625499486,0.121187551346836,113.40461577625949,0.008817983228944932,11335.950417556534,287.1429785044203,0.00939228,8.821492359839998e-05,0.00348258559275412,0.0033624964330623078,0.05798703676738714,0.3707923520970542,0.010003979516408636,1.0,4.0,-7.983103663411725,0.4187761221678367,1.509739,0.9826073686880228
339,BiCl,35.0,209.0,29.9795082,X $0^+$,0,308.4,0.96,0.0921,,0.31,2.472,3.08,,3.466,0.0113,458.68,0.35,0.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",5/1/1976 0:00,3.0,17.0,6.0,15.0,17.0,15.0,16.0,17.0,15.0,17,15,Cl,Bi,"Bi
Cl 1 BiCl2
BiCl2= 2.472",Halogen,Metal,Metal-Halogen,Bi\nCl 1 BiCl2\nBiCl2= {0},17.0,83.0,126.0,18.0,9.0,32.0,3.0,0,18.0,225,7.96875,2.0,16.0,16.0,0.4045307443365696,4.671402643767041,0.21406846642395083,21.8220026601937,0.045825308317102166,184.41958436873458,0.005422417599643686,496884.66986262257,12586.235721053292,0.0014186399999999999,2.0125394495999997e-06,7.945187283655245e-05,0.0023819280732087817,0.04880500049389183,0.05600566235024562,0.0003711516888209138,7.0,5.0,-14.04833985691091,0.9050275395954444,2.468989,5.475354618652568
340,PbSe,78.96,207.2,57.17260274,X,0,277.6,0.51,0.05059953,0.00012993,0.7,2.402233,3.08,,,,,,,,,4.0,16.0,6.0,14.0,16.0,14.0,15.0,16.0,14.0,16,14,Se,Pb,"Pb
Se 1 PbSe2
PbSe2= 2.402233",Nonmetal,Metal,Metal-Nonmetal,Pb\nSe 1 PbSe2\nPbSe2= {0},34.0,82.0,125.19999999999999,44.959999999999994,10.0,30.0,2.0,0,24.0,196,7.466666666666667,2.4,15.0,15.0,0.4162793534182571,4.5395621307218565,0.22028556305737476,20.607624338683962,0.04852572929150463,179.21472953756407,0.005579898497073012,613261.0935183564,15534.084969268573,0.0012769600000000002,1.6306268416000004e-06,6.437456740955922e-05,0.00368046156906608,0.060666807803494,0.050412360144060274,0.0002922323483940364,6.0,4.0,-14.643479222505993,0.8763987214512721,2.372,7.5612566905244
341,AuS,32.065,196.967,27.5758272,X $^2\Pi_{3/2}$,0,410.19,1.65,0.1315363,,0.64,2.156,3.089,,,,,,,"A J. Parsons, S. P. Gelason, T. D. Varberg, Molecular Physics, 116:23-24, 3547-3553",1/18/2022 0:00,3.0,16.0,6.0,11.0,16.0,11.0,13.5,16.0,11.0,16,11,S,Au,"Au
S 1 AuS2
AuS2= 2.156",Nonmetal,Transition Metal,Transition Metal-Nonmetal,Au\nS 1 AuS2\nAuS2= {0},16.0,79.0,117.96700000000001,16.064999999999998,9.0,27.0,3.0,0,18.0,121,6.518518518518518,2.0,13.5,13.5,0.46382189239332094,4.0742492313761085,0.2454439930426746,16.59950679936881,0.060242753720732505,160.84491258049832,0.006217168973246377,280875.7205780463,7114.665116340545,0.001886874,3.560293491876e-06,0.00014055475326635666,0.0038759135882116868,0.06225683567458024,0.07449079973880432,0.0005726550954617124,6.0,2.0,-13.525086003167857,0.7682546530467508,2.1456,5.251269103750064
342,AgBr,81.0,109.0,46.46842105,X $^1\Sigma^+$,0,247.72,0.679,0.06341,0.00023,0.17,2.3931,3.1,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",10/1/1974 0:00,4.0,17.0,5.0,11.0,17.0,11.0,14.0,17.0,11.0,17,11,Br,Ag,"Ag
Br 1 AgBr2
AgBr2= 2.3931",Halogen,Transition Metal,Transition Metal-Halogen,Ag\nBr 1 AgBr2\nAgBr2= {0},35.0,47.0,62.0,46.0,9.0,28.0,1.0,0,20.0,121,6.678571428571429,2.2222222222222223,14.0,14.0,0.41786803727382893,4.5223032632681655,0.22112625840959696,20.4512268049659,0.048896822158227854,178.533376760849,0.0056011935591154536,770126.7239127698,19507.537805359432,0.001139512,1.298487598144e-06,5.126223565360789e-05,0.0023820751503161736,0.048806507253809646,0.04498613060117655,0.00023182337557873264,7.0,2.0,-14.097995224774786,0.8725895966030565,2.372,6.816774974282194
343,BiS,32.0,209.0,27.75103734,X $^2\Pi$,0,408.71,1.46,0.11276,0.00049,0.334,2.3194,3.17,,3.527,0.0002,749.4,0.22,0.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",5/1/1976 0:00,3.0,16.0,6.0,15.0,16.0,15.0,15.5,16.0,15.0,16,15,S,Bi,"Bi
S 1 BiS2
BiS2= 2.3194",Nonmetal,Metal,Metal-Nonmetal,Bi\nS 1 BiS2\nBiS2= {0},16.0,83.0,126.0,16.0,9.0,31.0,3.0,0,18.0,225,7.741935483870968,2.0,15.5,15.5,0.43114598603087007,4.3830304579099,0.22815264680521108,19.210955994965868,0.052053630244223395,173.03510678998504,0.005779174056359054,282913.58955727814,7166.284940611488,0.001880066,3.5346481643559997e-06,0.0001395423163169216,0.0038724440306209824,0.062228964563304304,0.07422203067175386,0.000611618222584365,6.0,5.0,-13.767756220025833,0.8413085315404658,2.261,5.267925335461769
344,CoD,2.0,59.0,1.93442623,X$_1$ $4$,0,1373.22,17.59,3.7571,0.0747,1125.0,1.51785,3.2,,3.733,0.7609,447.08,1.46,8.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",12/1/1974 0:00,1.0,1.0,4.0,9.0,0.0,9.0,5.0,1.0,9.0,0,9,D,Co,"Co
D 1 CoD2
CoD2= 1.51785",D,Transition Metal,Transition Metal-D,Co\nD 1 CoD2\nCoD2= {0},1.0,27.0,32.0,1.0,5.0,10.0,3.0,0,4.0,81,0.9,0.8,5.0,4.5,0.6588266297723754,2.868320591764483,0.34863606351089144,8.227263017140153,0.12154710478037034,113.2367581448559,0.008831054653832191,25061.32892923938,634.8108776901239,0.006316812,3.9902113843344e-05,0.001575272313604146,0.003047248082828646,0.05520188477605313,0.24937774206421626,0.00451838601474725,1.0,2.0,-8.590703519041119,0.41729485986174153,1.509739,1.390836521666008
345,AgCl,35.0,107.0,26.37323944,X $^1\Sigma$,0,343.49,1.17,0.12298,0.0006,0.63054,2.2808,3.22,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",10/1/1974 0:00,3.0,17.0,5.0,11.0,17.0,11.0,14.0,17.0,11.0,17,11,Cl,Ag,"Ag
Cl 1 AgCl2
AgCl2= 2.2808",Halogen,Transition Metal,Transition Metal-Halogen,Ag\nCl 1 AgCl2\nAgCl2= {0},17.0,47.0,60.0,18.0,8.0,28.0,2.0,0,15.0,121,6.678571428571429,1.875,14.0,14.0,0.4384426517011575,4.310087034750755,0.23201387627148654,18.576850247126558,0.05383043878252066,170.15541586901696,0.00587698014131848,400549.4508386904,10146.036116566125,0.001580054,2.496570642916e-06,9.856065841981696e-05,0.002599363843869885,0.050983956730229214,0.06237803164943538,0.00042480501599175105,7.0,2.0,-13.19369124531618,0.8245262586163252,2.261,5.135488237743321
346,AuH,1.0,197.0,0.994949495,X $^1\Sigma^+$,0,2305.1,43.12,7.2401,0.2136,2790.0,1.5239,3.22,,1.624,0.4902,361.46,0.56,3.0,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",11/1/1974 0:00,1.0,1.0,6.0,11.0,1.0,11.0,6.0,1.0,11.0,1,11,H,Au,"Au
H 1 AuH2
AuH2= 1.5239",H,Transition Metal,Transition Metal-H,Au\nH 1 AuH2\nAuH2= {0},1.0,79.0,118.0,0.0,7.0,12.0,5.0,0,6.0,121,0.9166666666666666,0.8571428571428571,6.0,6.0,0.6562110374696503,2.879753433995386,0.3472519515716297,8.292979840608217,0.12058391787030545,113.68810866485221,0.008795994688837318,8894.15707825476,225.29163066741228,0.01060346,0.00011243336397160001,0.00443869129553354,0.004416273662951991,0.06645504994319086,0.41860782193109985,0.012782336500758142,1.0,2.0,-9.670017891108985,0.421272838313678,1.509739,0.9974715509727583
